State,State_code,Year,State_Minimum_Wage,State_Minimum_Wage_2020_Dollars,Federal_Minimum_Wage,Federal_Minimum_Wage_2020_Dollars,Effective_Minimum_Wage,Effective_Minimum_Wage_2020_Dollars
South Carolina,SC,1997,0,0,4.75,7.66,4.75,7.66
South Dakota,SD,1997,4.25,6.85,4.75,7.66,4.75,7.66
Tennessee,TN,1997,0,0,4.75,7.66,4.75,7.66
Texas,TX,1997,3.35,5.4,4.75,7.66,4.75,7.66
U.S. Virgin Islands,None,1997,4.65,7.49,4.75,7.66,4.75,7.66
Utah,UT,1997,4.75,7.66,4.75,7.66,4.75,7.66
Vermont,VT,1997,5,8.06,4.75,7.66,5,8.06
Virginia,VA,1997,4.75,7.66,4.75,7.66,4.75,7.66
Washington,WA,1997,4.9,7.9,4.75,7.66,4.9,7.9
West Virginia,WV,1997,4.25,6.85,4.75,7.66,4.75,7.66
Wisconsin,WI,1997,4.75,7.66,4.75,7.66,4.75,7.66
Wyoming,WY,1997,1.6,2.58,4.75,7.66,4.75,7.66
Alabama,AL,1998,0,0,5.15,8.17,5.15,8.17
Alaska,AK,1998,5.65,8.97,5.15,8.17,5.65,8.97
Arizona,AZ,1998,0,0,5.15,8.17,5.15,8.17
Arkansas,AR,1998,5.15,8.17,5.15,8.17,5.15,8.17
California,CA,1998,5.15,8.17,5.15,8.17,5.15,8.17
Colorado,CO,1998,5.15,8.17,5.15,8.17,5.15,8.17
Connecticut,CT,1998,5.18,8.22,5.15,8.17,5.18,8.22
Delaware,DE,1998,5.15,8.17,5.15,8.17,5.15,8.17
District of Columbia,DC,1998,6.15,9.76,5.15,8.17,6.15,9.76
Florida,FL,1998,0,0,5.15,8.17,5.15,8.17
Georgia,GA,1998,3.25,5.16,5.15,8.17,5.15,8.17
Guam,None,1998,5.15,8.17,5.15,8.17,5.15,8.17
Hawaii,HI,1998,5.25,8.33,5.15,8.17,5.25,8.33
Idaho,ID,1998,5.15,8.17,5.15,8.17,5.15,8.17
Illinois,IL,1998,5.15,8.17,5.15,8.17,5.15,8.17
Indiana,IN,1998,3.35,5.32,5.15,8.17,5.15,8.17
Iowa,IA,1998,5.15,8.17,5.15,8.17,5.15,8.17
Kansas,KS,1998,2.65,4.21,5.15,8.17,5.15,8.17
Kentucky,KY,1998,4.25,6.74,5.15,8.17,5.15,8.17
Louisiana,LA,1998,0,0,5.15,8.17,5.15,8.17
Maine,ME,1998,5.15,8.17,5.15,8.17,5.15,8.17
Maryland,MD,1998,5.15,8.17,5.15,8.17,5.15,8.17
Massachusetts,MA,1998,5.25,8.33,5.15,8.17,5.25,8.33
Michigan,MI,1998,5.15,8.17,5.15,8.17,5.15,8.17
Minnesota,MN,1998,5.15,8.17,5.15,8.17,5.15,8.17
Mississippi,MS,1998,0,0,5.15,8.17,5.15,8.17
Missouri,MO,1998,5.15,8.17,5.15,8.17,5.15,8.17
Montana,MT,1998,5.15,8.17,5.15,8.17,5.15,8.17
Nebraska,NE,1998,5.15,8.17,5.15,8.17,5.15,8.17
Nevada,NV,1998,5.15,8.17,5.15,8.17,5.15,8.17
New Hampshire,NH,1998,5.15,8.17,5.15,8.17,5.15,8.17
New Jersey,NJ,1998,5.05,8.01,5.15,8.17,5.15,8.17
New Mexico,NM,1998,4.25,6.74,5.15,8.17,5.15,8.17
New York,NY,1998,4.25,6.74,5.15,8.17,5.15,8.17
North Carolina,NC,1998,5.15,8.17,5.15,8.17,5.15,8.17
North Dakota,ND,1998,5.15,8.17,5.15,8.17,5.15,8.17
Ohio,OH,1998,4.25,6.74,5.15,8.17,5.15,8.17
Oklahoma,OK,1998,5.15,8.17,5.15,8.17,5.15,8.17
Oregon,OR,1998,6,9.52,5.15,8.17,6,9.52
Pennsylvania,PA,1998,5.15,8.17,5.15,8.17,5.15,8.17
Puerto Rico,None,1998,1.2,1.9,5.15,8.17,5.15,8.17
Rhode Island,RI,1998,5.15,8.17,5.15,8.17,5.15,8.17
South Carolina,SC,1998,0,0,5.15,8.17,5.15,8.17
South Dakota,SD,1998,5.15,8.17,5.15,8.17,5.15,8.17
Tennessee,TN,1998,0,0,5.15,8.17,5.15,8.17
Texas,TX,1998,3.35,5.32,5.15,8.17,5.15,8.17
U.S. Virgin Islands,None,1998,4.65,7.38,5.15,8.17,5.15,8.17
Utah,UT,1998,5.15,8.17,5.15,8.17,5.15,8.17
Vermont,VT,1998,5.25,8.33,5.15,8.17,5.25,8.33
Virginia,VA,1998,5.15,8.17,5.15,8.17,5.15,8.17
Washington,WA,1998,4.9,7.78,5.15,8.17,5.15,8.17
West Virginia,WV,1998,4.75,7.54,5.15,8.17,5.15,8.17
Wisconsin,WI,1998,5.15,8.17,5.15,8.17,5.15,8.17
Wyoming,WY,1998,1.6,2.54,5.15,8.17,5.15,8.17
Alabama,AL,1999,0,0,5.15,8,5.15,8
Alaska,AK,1999,5.65,8.77,5.15,8,5.65,8.77
Arizona,AZ,1999,0,0,5.15,8,5.15,8
Arkansas,AR,1999,5.15,8,5.15,8,5.15,8
California,CA,1999,5.15,8,5.15,8,5.15,8
Colorado,CO,1999,5.15,8,5.15,8,5.15,8
Connecticut,CT,1999,5.18,8.04,5.15,8,5.18,8.04
Delaware,DE,1999,5.15,8,5.15,8,5.15,8
District of Columbia,DC,1999,6.15,9.55,5.15,8,6.15,9.55
Florida,FL,1999,0,0,5.15,8,5.15,8
Georgia,GA,1999,3.25,5.05,5.15,8,5.15,8
Guam,None,1999,5.15,8,5.15,8,5.15,8
Hawaii,HI,1999,5.25,8.15,5.15,8,5.25,8.15
Idaho,ID,1999,5.15,8,5.15,8,5.15,8
Illinois,IL,1999,5.15,8,5.15,8,5.15,8
Indiana,IN,1999,3.35,5.2,5.15,8,5.15,8
Iowa,IA,1999,5.15,8,5.15,8,5.15,8
Kansas,KS,1999,2.65,4.11,5.15,8,5.15,8
Kentucky,KY,1999,4.25,6.6,5.15,8,5.15,8
Louisiana,LA,1999,0,0,5.15,8,5.15,8
Maine,ME,1999,5.15,8,5.15,8,5.15,8
Maryland,MD,1999,5.15,8,5.15,8,5.15,8
Massachusetts,MA,1999,5.25,8.15,5.15,8,5.25,8.15
Michigan,MI,1999,5.15,8,5.15,8,5.15,8
Minnesota,MN,1999,5.15,8,5.15,8,5.15,8
Mississippi,MS,1999,0,0,5.15,8,5.15,8
Missouri,MO,1999,5.15,8,5.15,8,5.15,8
Montana,MT,1999,5.15,8,5.15,8,5.15,8
Nebraska,NE,1999,5.15,8,5.15,8,5.15,8
Nevada,NV,1999,5.15,8,5.15,8,5.15,8
New Hampshire,NH,1999,5.15,8,5.15,8,5.15,8
New Jersey,NJ,1999,5.05,7.84,5.15,8,5.15,8
New Mexico,NM,1999,4.25,6.6,5.15,8,5.15,8
New York,NY,1999,4.25,6.6,5.15,8,5.15,8
North Carolina,NC,1999,5.15,8,5.15,8,5.15,8
North Dakota,ND,1999,5.15,8,5.15,8,5.15,8
Ohio,OH,1999,4.25,6.6,5.15,8,5.15,8
Oklahoma,OK,1999,5.15,8,5.15,8,5.15,8
Oregon,OR,1999,6,9.32,5.15,8,6,9.32
Pennsylvania,PA,1999,5.15,8,5.15,8,5.15,8
Puerto Rico,None,1999,1.2,1.86,5.15,8,5.15,8
Rhode Island,RI,1999,5.15,8,5.15,8,5.15,8
South Carolina,SC,1999,0,0,5.15,8,5.15,8
South Dakota,SD,1999,5.15,8,5.15,8,5.15,8
Tennessee,TN,1999,0,0,5.15,8,5.15,8
Texas,TX,1999,3.35,5.2,5.15,8,5.15,8
U.S. Virgin Islands,None,1999,4.65,7.22,5.15,8,5.15,8
Utah,UT,1999,5.15,8,5.15,8,5.15,8
Vermont,VT,1999,5.25,8.15,5.15,8,5.25,8.15
Virginia,VA,1999,5.15,8,5.15,8,5.15,8
Washington,WA,1999,4.9,7.61,5.15,8,5.15,8
West Virginia,WV,1999,4.75,7.37,5.15,8,5.15,8
Wisconsin,WI,1999,5.15,8,5.15,8,5.15,8
Wyoming,WY,1999,1.6,2.48,5.15,8,5.15,8
Alabama,AL,2000,0,0,5.15,7.74,5.15,7.74
Alaska,AK,2000,5.65,8.49,5.15,7.74,5.65,8.49
Arizona,AZ,2000,0,0,5.15,7.74,5.15,7.74
Arkansas,AR,2000,5.15,7.74,5.15,7.74,5.15,7.74
California,CA,2000,5.75,8.64,5.15,7.74,5.75,8.64
Colorado,CO,2000,5.15,7.74,5.15,7.74,5.15,7.74
Connecticut,CT,2000,6.15,9.24,5.15,7.74,6.15,9.24
Delaware,DE,2000,5.65,8.49,5.15,7.74,5.65,8.49
District of Columbia,DC,2000,6.15,9.24,5.15,7.74,6.15,9.24
Florida,FL,2000,0,0,5.15,7.74,5.15,7.74
Georgia,GA,2000,3.25,4.88,5.15,7.74,5.15,7.74
Guam,None,2000,5.15,7.74,5.15,7.74,5.15,7.74
Hawaii,HI,2000,5.25,7.89,5.15,7.74,5.25,7.89
Idaho,ID,2000,5.15,7.74,5.15,7.74,5.15,7.74
Illinois,IL,2000,5.15,7.74,5.15,7.74,5.15,7.74
Indiana,IN,2000,5.15,7.74,5.15,7.74,5.15,7.74
Iowa,IA,2000,5.15,7.74,5.15,7.74,5.15,7.74
Kansas,KS,2000,2.65,3.98,5.15,7.74,5.15,7.74
Kentucky,KY,2000,5.15,7.74,5.15,7.74,5.15,7.74
Louisiana,LA,2000,0,0,5.15,7.74,5.15,7.74
Maine,ME,2000,5.15,7.74,5.15,7.74,5.15,7.74
Maryland,MD,2000,5.15,7.74,5.15,7.74,5.15,7.74
Massachusetts,MA,2000,6,9.01,5.15,7.74,6,9.01
Michigan,MI,2000,5.15,7.74,5.15,7.74,5.15,7.74
Minnesota,MN,2000,4.9,7.36,5.15,7.74,5.15,7.74
Mississippi,MS,2000,0,0,5.15,7.74,5.15,7.74
Missouri,MO,2000,5.15,7.74,5.15,7.74,5.15,7.74
Montana,MT,2000,4,6.01,5.15,7.74,5.15,7.74
Nebraska,NE,2000,5.15,7.74,5.15,7.74,5.15,7.74
Nevada,NV,2000,5.15,7.74,5.15,7.74,5.15,7.74
New Hampshire,NH,2000,5.15,7.74,5.15,7.74,5.15,7.74
New Jersey,NJ,2000,5.15,7.74,5.15,7.74,5.15,7.74
New Mexico,NM,2000,4.25,6.38,5.15,7.74,5.15,7.74
New York,NY,2000,4.25,6.38,5.15,7.74,5.15,7.74
North Carolina,NC,2000,5.15,7.74,5.15,7.74,5.15,7.74
North Dakota,ND,2000,5.15,7.74,5.15,7.74,5.15,7.74
Ohio,OH,2000,2.8,4.21,5.15,7.74,5.15,7.74
Oklahoma,OK,2000,2,3,5.15,7.74,5.15,7.74
Oregon,OR,2000,6.5,9.76,5.15,7.74,6.5,9.76
Pennsylvania,PA,2000,5.15,7.74,5.15,7.74,5.15,7.74
Puerto Rico,None,2000,3.61,5.42,5.15,7.74,5.15,7.74
Rhode Island,RI,2000,5.65,8.49,5.15,7.74,5.65,8.49
South Carolina,SC,2000,0,0,5.15,7.74,5.15,7.74
South Dakota,SD,2000,5.15,7.74,5.15,7.74,5.15,7.74
Tennessee,TN,2000,0,0,5.15,7.74,5.15,7.74
Texas,TX,2000,3.35,5.03,5.15,7.74,5.15,7.74
U.S. Virgin Islands,None,2000,4.3,6.46,5.15,7.74,5.15,7.74
Utah,UT,2000,5.15,7.74,5.15,7.74,5.15,7.74
Vermont,VT,2000,5.75,8.64,5.15,7.74,5.75,8.64
Virginia,VA,2000,5.15,7.74,5.15,7.74,5.15,7.74
Washington,WA,2000,6.5,9.76,5.15,7.74,6.5,9.76
West Virginia,WV,2000,5.15,7.74,5.15,7.74,5.15,7.74
Wisconsin,WI,2000,5.15,7.74,5.15,7.74,5.15,7.74
Wyoming,WY,2000,1.6,2.4,5.15,7.74,5.15,7.74
Alabama,AL,2001,0,0,5.15,7.52,5.15,7.52
Alaska,AK,2001,5.65,8.25,5.15,7.52,5.65,8.25
Arizona,AZ,2001,0,0,5.15,7.52,5.15,7.52
Arkansas,AR,2001,5.15,7.52,5.15,7.52,5.15,7.52
California,CA,2001,6.25,9.13,5.15,7.52,6.25,9.13
Colorado,CO,2001,5.15,7.52,5.15,7.52,5.15,7.52
Connecticut,CT,2001,6.4,9.35,5.15,7.52,6.4,9.35
Delaware,DE,2001,6.15,8.98,5.15,7.52,6.15,8.98
District of Columbia,DC,2001,6.15,8.98,5.15,7.52,6.15,8.98
Florida,FL,2001,0,0,5.15,7.52,5.15,7.52
Georgia,GA,2001,3.25,4.75,5.15,7.52,5.15,7.52
Guam,None,2001,5.15,7.52,5.15,7.52,5.15,7.52
Hawaii,HI,2001,5.25,7.67,5.15,7.52,5.25,7.67
Idaho,ID,2001,5.15,7.52,5.15,7.52,5.15,7.52
Illinois,IL,2001,5.15,7.52,5.15,7.52,5.15,7.52
Indiana,IN,2001,5.15,7.52,5.15,7.52,5.15,7.52
Iowa,IA,2001,5.15,7.52,5.15,7.52,5.15,7.52
Kansas,KS,2001,2.65,3.87,5.15,7.52,5.15,7.52
Kentucky,KY,2001,5.15,7.52,5.15,7.52,5.15,7.52
Louisiana,LA,2001,0,0,5.15,7.52,5.15,7.52
Maine,ME,2001,5.15,7.52,5.15,7.52,5.15,7.52
Maryland,MD,2001,5.15,7.52,5.15,7.52,5.15,7.52
Massachusetts,MA,2001,6.75,9.86,5.15,7.52,6.75,9.86
Michigan,MI,2001,5.15,7.52,5.15,7.52,5.15,7.52
Minnesota,MN,2001,4.9,7.16,5.15,7.52,5.15,7.52
Mississippi,MS,2001,0,0,5.15,7.52,5.15,7.52
Missouri,MO,2001,5.15,7.52,5.15,7.52,5.15,7.52
Montana,MT,2001,4,5.84,5.15,7.52,5.15,7.52
Nebraska,NE,2001,5.15,7.52,5.15,7.52,5.15,7.52
Nevada,NV,2001,5.15,7.52,5.15,7.52,5.15,7.52
New Hampshire,NH,2001,5.15,7.52,5.15,7.52,5.15,7.52
New Jersey,NJ,2001,5.15,7.52,5.15,7.52,5.15,7.52
New Mexico,NM,2001,4.25,6.21,5.15,7.52,5.15,7.52
New York,NY,2001,5.15,7.52,5.15,7.52,5.15,7.52
North Carolina,NC,2001,5.15,7.52,5.15,7.52,5.15,7.52
North Dakota,ND,2001,5.15,7.52,5.15,7.52,5.15,7.52
Ohio,OH,2001,2.8,4.09,5.15,7.52,5.15,7.52
Oklahoma,OK,2001,2,2.92,5.15,7.52,5.15,7.52
Oregon,OR,2001,6.5,9.49,5.15,7.52,6.5,9.49
Pennsylvania,PA,2001,5.15,7.52,5.15,7.52,5.15,7.52
Puerto Rico,None,2001,3.61,5.27,5.15,7.52,5.15,7.52
Rhode Island,RI,2001,6.15,8.98,5.15,7.52,6.15,8.98
South Carolina,SC,2001,0,0,5.15,7.52,5.15,7.52
South Dakota,SD,2001,5.15,7.52,5.15,7.52,5.15,7.52
Tennessee,TN,2001,0,0,5.15,7.52,5.15,7.52
Texas,TX,2001,3.35,4.89,5.15,7.52,5.15,7.52
U.S. Virgin Islands,None,2001,4.3,6.28,5.15,7.52,5.15,7.52
Utah,UT,2001,5.15,7.52,5.15,7.52,5.15,7.52
Vermont,VT,2001,6.25,9.13,5.15,7.52,6.25,9.13
Virginia,VA,2001,5.15,7.52,5.15,7.52,5.15,7.52
Washington,WA,2001,6.72,9.81,5.15,7.52,6.72,9.81
West Virginia,WV,2001,5.15,7.52,5.15,7.52,5.15,7.52
Wisconsin,WI,2001,5.15,7.52,5.15,7.52,5.15,7.52
Wyoming,WY,2001,1.6,2.34,5.15,7.52,5.15,7.52
Alabama,AL,2002,0,0,5.15,7.4,5.15,7.4
Alaska,AK,2002,5.65,8.12,5.15,7.4,5.65,8.12
Arizona,AZ,2002,0,0,5.15,7.4,5.15,7.4
Arkansas,AR,2002,5.15,7.4,5.15,7.4,5.15,7.4
California,CA,2002,6.75,9.71,5.15,7.4,6.75,9.71
Colorado,CO,2002,5.15,7.4,5.15,7.4,5.15,7.4
Connecticut,CT,2002,6.7,9.63,5.15,7.4,6.7,9.63
Delaware,DE,2002,6.15,8.84,5.15,7.4,6.15,8.84
District of Columbia,DC,2002,6.15,8.84,5.15,7.4,6.15,8.84
Florida,FL,2002,0,0,5.15,7.4,5.15,7.4
Georgia,GA,2002,5.15,7.4,5.15,7.4,5.15,7.4
Guam,None,2002,5.15,7.4,5.15,7.4,5.15,7.4
Hawaii,HI,2002,5.75,8.27,5.15,7.4,5.75,8.27
Idaho,ID,2002,5.15,7.4,5.15,7.4,5.15,7.4
Illinois,IL,2002,5.15,7.4,5.15,7.4,5.15,7.4
Indiana,IN,2002,5.15,7.4,5.15,7.4,5.15,7.4
Iowa,IA,2002,5.15,7.4,5.15,7.4,5.15,7.4
Kansas,KS,2002,2.65,3.81,5.15,7.4,5.15,7.4
Kentucky,KY,2002,5.15,7.4,5.15,7.4,5.15,7.4
Louisiana,LA,2002,0,0,5.15,7.4,5.15,7.4
Maine,ME,2002,5.75,8.27,5.15,7.4,5.75,8.27
Maryland,MD,2002,5.15,7.4,5.15,7.4,5.15,7.4
Massachusetts,MA,2002,6.75,9.71,5.15,7.4,6.75,9.71
Michigan,MI,2002,5.15,7.4,5.15,7.4,5.15,7.4
Minnesota,MN,2002,4.9,7.05,5.15,7.4,5.15,7.4
Mississippi,MS,2002,0,0,5.15,7.4,5.15,7.4
Missouri,MO,2002,5.15,7.4,5.15,7.4,5.15,7.4
Montana,MT,2002,4,5.75,5.15,7.4,5.15,7.4
Nebraska,NE,2002,5.15,7.4,5.15,7.4,5.15,7.4
Nevada,NV,2002,5.15,7.4,5.15,7.4,5.15,7.4
New Hampshire,NH,2002,5.15,7.4,5.15,7.4,5.15,7.4
New Jersey,NJ,2002,5.15,7.4,5.15,7.4,5.15,7.4
New Mexico,NM,2002,4.25,6.11,5.15,7.4,5.15,7.4
New York,NY,2002,5.15,7.4,5.15,7.4,5.15,7.4
North Carolina,NC,2002,5.15,7.4,5.15,7.4,5.15,7.4
North Dakota,ND,2002,5.15,7.4,5.15,7.4,5.15,7.4
Ohio,OH,2002,2.8,4.03,5.15,7.4,5.15,7.4
Oklahoma,OK,2002,2,2.88,5.15,7.4,5.15,7.4
Oregon,OR,2002,6.5,9.35,5.15,7.4,6.5,9.35
Pennsylvania,PA,2002,5.15,7.4,5.15,7.4,5.15,7.4
Puerto Rico,None,2002,3.61,5.19,5.15,7.4,5.15,7.4
Rhode Island,RI,2002,6.15,8.84,5.15,7.4,6.15,8.84
South Carolina,SC,2002,0,0,5.15,7.4,5.15,7.4
South Dakota,SD,2002,5.15,7.4,5.15,7.4,5.15,7.4
Tennessee,TN,2002,0,0,5.15,7.4,5.15,7.4
Texas,TX,2002,5.15,7.4,5.15,7.4,5.15,7.4
U.S. Virgin Islands,None,2002,4.3,6.18,5.15,7.4,5.15,7.4
Utah,UT,2002,5.15,7.4,5.15,7.4,5.15,7.4
Vermont,VT,2002,6.25,8.99,5.15,7.4,6.25,8.99
Virginia,VA,2002,5.15,7.4,5.15,7.4,5.15,7.4
Washington,WA,2002,6.9,9.92,5.15,7.4,6.9,9.92
West Virginia,WV,2002,5.15,7.4,5.15,7.4,5.15,7.4
Wisconsin,WI,2002,5.15,7.4,5.15,7.4,5.15,7.4
Wyoming,WY,2002,5.15,7.4,5.15,7.4,5.15,7.4
Alabama,AL,2003,0,0,5.15,7.24,5.15,7.24
Alaska,AK,2003,7.15,10.05,5.15,7.24,7.15,10.05
Arizona,AZ,2003,0,0,5.15,7.24,5.15,7.24
Arkansas,AR,2003,5.15,7.24,5.15,7.24,5.15,7.24
California,CA,2003,6.75,9.49,5.15,7.24,6.75,9.49
Colorado,CO,2003,5.15,7.24,5.15,7.24,5.15,7.24
Connecticut,CT,2003,6.9,9.7,5.15,7.24,6.9,9.7
Delaware,DE,2003,6.15,8.65,5.15,7.24,6.15,8.65
District of Columbia,DC,2003,6.15,8.65,5.15,7.24,6.15,8.65
Florida,FL,2003,0,0,5.15,7.24,5.15,7.24
Georgia,GA,2003,5.15,7.24,5.15,7.24,5.15,7.24
Guam,None,2003,5.15,7.24,5.15,7.24,5.15,7.24
Hawaii,HI,2003,6.25,8.79,5.15,7.24,6.25,8.79
Idaho,ID,2003,5.15,7.24,5.15,7.24,5.15,7.24
Illinois,IL,2003,5.15,7.24,5.15,7.24,5.15,7.24
Indiana,IN,2003,5.15,7.24,5.15,7.24,5.15,7.24
Iowa,IA,2003,5.15,7.24,5.15,7.24,5.15,7.24
Kansas,KS,2003,2.65,3.73,5.15,7.24,5.15,7.24
Kentucky,KY,2003,5.15,7.24,5.15,7.24,5.15,7.24
Louisiana,LA,2003,0,0,5.15,7.24,5.15,7.24
Maine,ME,2003,6.25,8.79,5.15,7.24,6.25,8.79
Maryland,MD,2003,5.15,7.24,5.15,7.24,5.15,7.24
Massachusetts,MA,2003,6.75,9.49,5.15,7.24,6.75,9.49
Michigan,MI,2003,5.15,7.24,5.15,7.24,5.15,7.24
Minnesota,MN,2003,4.9,6.89,5.15,7.24,5.15,7.24
Mississippi,MS,2003,0,0,5.15,7.24,5.15,7.24
Missouri,MO,2003,5.15,7.24,5.15,7.24,5.15,7.24
Montana,MT,2003,4,5.62,5.15,7.24,5.15,7.24
Nebraska,NE,2003,5.15,7.24,5.15,7.24,5.15,7.24
Nevada,NV,2003,5.15,7.24,5.15,7.24,5.15,7.24
New Hampshire,NH,2003,5.15,7.24,5.15,7.24,5.15,7.24
New Jersey,NJ,2003,5.15,7.24,5.15,7.24,5.15,7.24
New Mexico,NM,2003,4.25,5.97,5.15,7.24,5.15,7.24
New York,NY,2003,5.15,7.24,5.15,7.24,5.15,7.24
North Carolina,NC,2003,5.15,7.24,5.15,7.24,5.15,7.24
North Dakota,ND,2003,5.15,7.24,5.15,7.24,5.15,7.24
Ohio,OH,2003,2.8,3.94,5.15,7.24,5.15,7.24
Oklahoma,OK,2003,2,2.81,5.15,7.24,5.15,7.24
Oregon,OR,2003,6.9,9.7,5.15,7.24,6.9,9.7
Pennsylvania,PA,2003,5.15,7.24,5.15,7.24,5.15,7.24
Puerto Rico,None,2003,3.61,5.07,5.15,7.24,5.15,7.24
Rhode Island,RI,2003,6.15,8.65,5.15,7.24,6.15,8.65
South Carolina,SC,2003,0,0,5.15,7.24,5.15,7.24
South Dakota,SD,2003,5.15,7.24,5.15,7.24,5.15,7.24
Tennessee,TN,2003,0,0,5.15,7.24,5.15,7.24
Texas,TX,2003,5.15,7.24,5.15,7.24,5.15,7.24
U.S. Virgin Islands,None,2003,4.3,6.04,5.15,7.24,5.15,7.24
Utah,UT,2003,5.15,7.24,5.15,7.24,5.15,7.24
Vermont,VT,2003,6.25,8.79,5.15,7.24,6.25,8.79
Virginia,VA,2003,5.15,7.24,5.15,7.24,5.15,7.24
Washington,WA,2003,7.01,9.85,5.15,7.24,7.01,9.85
West Virginia,WV,2003,5.15,7.24,5.15,7.24,5.15,7.24
Wisconsin,WI,2003,5.15,7.24,5.15,7.24,5.15,7.24
Wyoming,WY,2003,5.15,7.24,5.15,7.24,5.15,7.24
Alabama,AL,2004,0,0,5.15,7.05,5.15,7.05
Alaska,AK,2004,7.15,9.79,5.15,7.05,7.15,9.79
Arizona,AZ,2004,0,0,5.15,7.05,5.15,7.05
Arkansas,AR,2004,5.15,7.05,5.15,7.05,5.15,7.05
California,CA,2004,6.75,9.24,5.15,7.05,6.75,9.24
Colorado,CO,2004,5.15,7.05,5.15,7.05,5.15,7.05
Connecticut,CT,2004,7.1,9.72,5.15,7.05,7.1,9.72
Delaware,DE,2004,6.15,8.42,5.15,7.05,6.15,8.42
District of Columbia,DC,2004,6.15,8.42,5.15,7.05,6.15,8.42
Florida,FL,2004,0,0,5.15,7.05,5.15,7.05
Georgia,GA,2004,5.15,7.05,5.15,7.05,5.15,7.05
Guam,None,2004,5.15,7.05,5.15,7.05,5.15,7.05
Hawaii,HI,2004,6.25,8.56,5.15,7.05,6.25,8.56
Idaho,ID,2004,5.15,7.05,5.15,7.05,5.15,7.05
Illinois,IL,2004,5.5,7.53,5.15,7.05,5.5,7.53
Indiana,IN,2004,5.15,7.05,5.15,7.05,5.15,7.05
Iowa,IA,2004,5.15,7.05,5.15,7.05,5.15,7.05
Kansas,KS,2004,2.65,3.63,5.15,7.05,5.15,7.05
Kentucky,KY,2004,5.15,7.05,5.15,7.05,5.15,7.05
Louisiana,LA,2004,0,0,5.15,7.05,5.15,7.05
Maine,ME,2004,6.25,8.56,5.15,7.05,6.25,8.56
Maryland,MD,2004,5.15,7.05,5.15,7.05,5.15,7.05
Massachusetts,MA,2004,6.75,9.24,5.15,7.05,6.75,9.24
Michigan,MI,2004,5.15,7.05,5.15,7.05,5.15,7.05
Minnesota,MN,2004,4.9,6.71,5.15,7.05,5.15,7.05
Mississippi,MS,2004,0,0,5.15,7.05,5.15,7.05
Missouri,MO,2004,5.15,7.05,5.15,7.05,5.15,7.05
Montana,MT,2004,4,5.48,5.15,7.05,5.15,7.05
Nebraska,NE,2004,5.15,7.05,5.15,7.05,5.15,7.05
Nevada,NV,2004,5.15,7.05,5.15,7.05,5.15,7.05
New Hampshire,NH,2004,5.15,7.05,5.15,7.05,5.15,7.05
New Jersey,NJ,2004,5.15,7.05,5.15,7.05,5.15,7.05
New Mexico,NM,2004,5.15,7.05,5.15,7.05,5.15,7.05
New York,NY,2004,5.15,7.05,5.15,7.05,5.15,7.05
North Carolina,NC,2004,5.15,7.05,5.15,7.05,5.15,7.05
North Dakota,ND,2004,5.15,7.05,5.15,7.05,5.15,7.05
Ohio,OH,2004,2.8,3.83,5.15,7.05,5.15,7.05
Oklahoma,OK,2004,2,2.74,5.15,7.05,5.15,7.05
Oregon,OR,2004,7.05,9.65,5.15,7.05,7.05,9.65
Pennsylvania,PA,2004,5.15,7.05,5.15,7.05,5.15,7.05
Puerto Rico,None,2004,3.61,4.94,5.15,7.05,5.15,7.05
Rhode Island,RI,2004,6.75,9.24,5.15,7.05,6.75,9.24
South Carolina,SC,2004,0,0,5.15,7.05,5.15,7.05
South Dakota,SD,2004,5.15,7.05,5.15,7.05,5.15,7.05
Tennessee,TN,2004,0,0,5.15,7.05,5.15,7.05
Texas,TX,2004,5.15,7.05,5.15,7.05,5.15,7.05
U.S. Virgin Islands,None,2004,4.3,5.89,5.15,7.05,5.15,7.05
Utah,UT,2004,5.15,7.05,5.15,7.05,5.15,7.05
Vermont,VT,2004,6.75,9.24,5.15,7.05,6.75,9.24
Virginia,VA,2004,5.15,7.05,5.15,7.05,5.15,7.05
Washington,WA,2004,7.16,9.8,5.15,7.05,7.16,9.8
West Virginia,WV,2004,5.15,7.05,5.15,7.05,5.15,7.05
Wisconsin,WI,2004,5.15,7.05,5.15,7.05,5.15,7.05
Wyoming,WY,2004,5.15,7.05,5.15,7.05,5.15,7.05
Alabama,AL,2005,0,0,5.15,6.82,5.15,6.82
Alaska,AK,2005,7.15,9.47,5.15,6.82,7.15,9.47
Arizona,AZ,2005,0,0,5.15,6.82,5.15,6.82
Arkansas,AR,2005,5.15,6.82,5.15,6.82,5.15,6.82
California,CA,2005,6.75,8.94,5.15,6.82,6.75,8.94
